ClienteID,NomeCliente,GastoTotal,SegmentoDeValor
11030,Eloah Casa Grande,4974.53,Baixo Valor
11250,Bento Duarte,2816.00,Baixo Valor
9085,Ana Mendonça,1237.63,Baixo Valor
18043,Mariane Pacheco,4545.82,Baixo Valor
6685,Vitor Aparecida,3637.02,Baixo Valor
15945,Pedro Miguel Correia,4859.33,Baixo Valor
6825,Luiz Otávio Porto,1508.98,Baixo Valor
18314,Sarah Silveira,978.74,Baixo Valor
10863,Pedro Lucas Borges,854.74,Baixo Valor
11121,Apollo da Luz,3343.34,Baixo Valor
9087,Yasmin Barbosa,3751.20,Baixo Valor
18424,Liz Cassiano,3215.77,Baixo Valor
6619,Maria Cecília Garcia,1101.48,Baixo Valor
11095,Gael Caldeira,1515.66,Baixo Valor
10854,Isabela Almeida,2984.19,Baixo Valor
6769,Ágatha Rocha,1327.25,Baixo Valor
10877,Bryan Leão,4098.46,Baixo Valor
11039,Cecilia Costa,2310.68,Baixo Valor
9101,Antony Costa,3014.80,Baixo Valor
18045,Maysa Brito,4487.57,Baixo Valor
6655,Lara da Costa,659.21,Baixo Valor
15954,Vitória Fogaça,718.47,Baixo Valor
10868,Luiz Otávio Ferreira,505.97,Baixo Valor
15876,Igor Caldeira,2800.13,Baixo Valor
10878,Antonella Rodrigues,385.06,Baixo Valor
11135,Carlos Eduardo Souza,2384.37,Baixo Valor
3989,Isis Campos,2235.76,Baixo Valor
15984,Anthony Rodrigues,4071.36,Baixo Valor
6719,Antony Viana,3641.55,Baixo Valor
6833,Eloá Sousa,1163.41,Baixo Valor
6741,Liam das Neves,3831.88,Baixo Valor
6771,Clarice Rezende,4196.43,Baixo Valor
10896,Sophie Sá,1451.21,Baixo Valor
11050,Maria Helena Macedo,544.35,Baixo Valor
3996,Enrico Cavalcante,1358.10,Baixo Valor
17984,Arthur Miguel Fernandes,2058.58,Baixo Valor
6721,Julia Lima,4620.02,Baixo Valor
15956,Ana Carolina Lopes,1157.23,Baixo Valor
10937,Asafe Teixeira,2491.64,Baixo Valor
15891,Davi Luiz Cirino,2228.38,Baixo Valor
10910,Melina Jesus,2338.13,Baixo Valor
6673,Isaque da Cruz,1446.54,Baixo Valor
4005,Kamilly Fogaça,1555.26,Baixo Valor
15985,Maria Vitória Gonçalves,506.06,Baixo Valor
6755,Mariane Fonseca,477.21,Baixo Valor
11397,Guilherme Monteiro,231.49,Baixo Valor
10953,Heitor Azevedo,2555.52,Baixo Valor
6519,Carolina Siqueira,4988.70,Baixo Valor
6733,Elisa Cardoso,1836.88,Baixo Valor
1606,Davi Lucas Duarte,2881.08,Baixo Valor
4028,Alexandre Cavalcanti,3838.39,Baixo Valor
11409,Maitê Brito,925.49,Baixo Valor
6787,Anna Liz Almeida,4340.54,Baixo Valor
15988,Aylla Albuquerque,4739.94,Baixo Valor
10955,Henry Câmara,2795.82,Baixo Valor
15742,Maria Sophia Pimenta,2246.77,Baixo Valor
6749,Enrico Rodrigues,3186.57,Baixo Valor
6690,Anthony Gabriel Ramos,4183.29,Baixo Valor
4037,Allana da Mata,2490.25,Baixo Valor
18307,Maria Julia Rodrigues,1669.88,Baixo Valor
6805,Yasmin Sousa,4878.89,Baixo Valor
11227,Aylla Carvalho,3821.24,Baixo Valor
10970,Otto Pastor,227.40,Baixo Valor
6560,Ana Clara Marques,4705.91,Baixo Valor
6766,Lucca da Rosa,3355.14,Baixo Valor
6722,Matteo Jesus,4988.64,Baixo Valor
4048,Dom Souza,3057.99,Baixo Valor
18000,Maria da Rocha,4524.38,Baixo Valor
6819,Bruno Cavalcanti,2498.10,Baixo Valor
18335,Ana Clara da Paz,3793.98,Baixo Valor
10985,João Gabriel Souza,1031.57,Baixo Valor
15756,Ana Beatriz da Rocha,1081.13,Baixo Valor
6785,Ana Beatriz Carvalho,2974.59,Baixo Valor
6709,Jade Andrade,2502.03,Baixo Valor
4055,Maria Azevedo,1821.07,Baixo Valor
18323,Léo Azevedo,2668.29,Baixo Valor
6853,Thiago Machado,3286.29,Baixo Valor
11229,Rael Freitas,1323.04,Baixo Valor
11003,Milena Carvalho,3763.61,Baixo Valor
6562,Brenda Sales,3269.46,Baixo Valor
6514,Mariana da Rocha,562.38,Baixo Valor
11100,Maria Fernanda Carvalho,2962.90,Baixo Valor
4064,João Felipe Ramos,3742.39,Baixo Valor
18093,Alexandre Sales,3333.51,Baixo Valor
10890,Daniela Nascimento,1548.84,Baixo Valor
18342,Cauê Pastor,3498.47,Baixo Valor
6724,Rafaela Oliveira,2843.69,Baixo Valor
15775,Enzo Gabriel Costa,1726.52,Baixo Valor
6515,Enzo Silveira,3061.17,Baixo Valor
4401,Olivia da Mota,414.42,Baixo Valor
4073,Stella Barros,2220.19,Baixo Valor
18324,Marcela Rocha,2688.36,Baixo Valor
6351,Henry Aparecida,703.22,Baixo Valor
11244,Camila Nogueira,2538.97,Baixo Valor
6656,Maria Eduarda Camargo,1743.61,Baixo Valor
6612,Henry Cardoso,1792.54,Baixo Valor
6534,Danilo Brito,4136.27,Baixo Valor
11134,Emanuella Novais,1951.67,Baixo Valor
4103,Laís Castro,4885.49,Baixo Valor
18100,Cecilia Barbosa,520.82,Baixo Valor
6585,Rebeca da Mata,1862.64,Baixo Valor
18346,Maria Cecília Monteiro,4024.34,Baixo Valor
4535,Ágatha Monteiro,2420.58,Baixo Valor
15739,Ana Julia Porto,4426.41,Baixo Valor
6551,Amanda Nunes,4185.45,Baixo Valor
6742,Ana Carolina Barbosa,1723.82,Baixo Valor
4107,Melina Moreira,3880.47,Baixo Valor
18356,Stella Ferreira,3882.78,Baixo Valor
6587,Bruna das Neves,496.31,Baixo Valor
11261,Marcelo Mendonça,1817.69,Baixo Valor
6640,Alícia Costa,1784.77,Baixo Valor
6628,Yan Vieira,917.65,Baixo Valor
6564,Ana Vitória Novaes,620.08,Baixo Valor
6845,Matteo Cirino,3562.92,Baixo Valor
4112,Cecília Borges,3953.10,Baixo Valor
18111,Enzo Gabriel Azevedo,1007.69,Baixo Valor
6596,Asafe Porto,2491.96,Baixo Valor
18351,Ryan Vieira,1080.76,Baixo Valor
6607,Raul Barros,708.43,Baixo Valor
6816,Benício Cirino,1604.20,Baixo Valor
6617,Maysa Câmara,1229.25,Baixo Valor
6790,Joaquim Barros,3865.58,Baixo Valor
4130,Brenda Aragão,559.79,Baixo Valor
15865,Maria Helena Araújo,4146.32,Baixo Valor
6605,Giovanna da Luz,4789.07,Baixo Valor
11263,Eduardo Novaes,1360.55,Baixo Valor
6557,Marina Barros,1523.78,Baixo Valor
6630,Vicente da Rocha,4796.01,Baixo Valor
6601,Levi Macedo,200.59,Baixo Valor
6847,Isaac Sales,797.75,Baixo Valor
4155,Eloah Castro,907.76,Baixo Valor
18070,Lorena Mendonça,1856.37,Baixo Valor
6401,Milena Moreira,1414.47,Baixo Valor
18353,João Miguel Costela,2209.68,Baixo Valor
6558,Nicolas Borges,2136.82,Baixo Valor
15690,Gabrielly da Conceição,1131.46,Baixo Valor
6649,Nicole Pinto,723.51,Baixo Valor
6808,Henry Gabriel da Rocha,2219.56,Baixo Valor
4157,Elisa Gomes,3217.26,Baixo Valor
15868,Lara Fogaça,1125.31,Baixo Valor
6453,Rhavi Mendonça,2512.42,Baixo Valor
11295,José Pires,4053.35,Baixo Valor
6305,Isabella Melo,3738.59,Baixo Valor
4447,Vitória da Luz,2401.91,Baixo Valor
6683,Davi Miguel Camargo,4497.11,Baixo Valor
11007,Maria Sophia das Neves,4988.01,Baixo Valor
4164,Bruna Camargo,3974.39,Baixo Valor
18125,Heloísa Moreira,428.45,Baixo Valor
6480,Agatha Oliveira,625.33,Baixo Valor
18371,Ravi Lucca Albuquerque,1194.89,Baixo Valor
6325,Giovanna Costa,2464.17,Baixo Valor
15540,Emanuelly Pinto,3253.81,Baixo Valor
6699,Emanuella Duarte,2610.73,Baixo Valor
6809,Arthur Gabriel Rios,1997.71,Baixo Valor
4182,Eloá Gomes,1353.95,Baixo Valor
15884,Maria Cecília Leão,4400.77,Baixo Valor
6496,Gabriel da Rocha,996.66,Baixo Valor
11313,Yuri Moura,4794.82,Baixo Valor
6359,Augusto Vargas,3036.28,Baixo Valor
4415,Isis da Rosa,4589.12,Baixo Valor
6497,Kamilly da Conceição,1317.93,Baixo Valor
6736,Apollo Mendes,858.29,Baixo Valor
4187,Evelyn Monteiro,1544.35,Baixo Valor
11248,Letícia Campos,2721.82,Baixo Valor
6505,Valentim Abreu,985.98,Baixo Valor
18394,Camila Mendes,951.76,Baixo Valor
6372,Laura Pimenta,2103.68,Baixo Valor
15556,Stephany Almeida,1443.48,Baixo Valor
6448,Eduardo Costela,2782.84,Baixo Valor
6827,Yasmin Santos,3190.35,Baixo Valor
4196,Calebe da Conceição,1592.87,Baixo Valor
15750,Allana Campos,3128.37,Baixo Valor
6537,Francisco Monteiro,3713.87,Baixo Valor
11330,José Miguel Fernandes,1097.03,Baixo Valor
6341,Manuela Fernandes,1458.16,Baixo Valor
4424,Otávio Borges,2992.17,Baixo Valor
6449,Aurora da Rocha,4057.91,Baixo Valor
6738,Luiza Silveira,4075.12,Baixo Valor
4198,Rebeca Teixeira,4601.02,Baixo Valor
11266,Francisco Azevedo,1003.56,Baixo Valor
6321,Daniel Vieira,539.69,Baixo Valor
18396,Sofia Sampaio,847.25,Baixo Valor
6424,Davi Luiz da Rocha,3626.24,Baixo Valor
15559,Isis Cirino,987.16,Baixo Valor
6450,Miguel Nogueira,1187.88,Baixo Valor
6406,Henrique Cirino,1346.53,Baixo Valor
8985,Sophia Costela,3168.55,Baixo Valor
15918,Lavínia Caldeira,1175.46,Baixo Valor
6328,Isabelly Sousa,3676.07,Baixo Valor
11331,Maria Cecília Castro,3304.94,Baixo Valor
6506,Thomas Pimenta,3274.16,Baixo Valor
4458,Antonella Rios,987.57,Baixo Valor
6464,Sofia Montenegro,965.78,Baixo Valor
6756,Vicente Moraes,653.64,Baixo Valor
8951,Ana Sophia Pimenta,3367.92,Baixo Valor
13649,Yago Costa,4870.00,Baixo Valor
6337,José Pedro Ribeiro,4147.14,Baixo Valor
18226,Alice Cassiano,2246.50,Baixo Valor
6507,Heitor Souza,1637.17,Baixo Valor
15606,Juliana Rodrigues,4885.56,Baixo Valor
6467,Maria Laura Cirino,3426.71,Baixo Valor
6422,Ana Beatriz Almeida,1747.34,Baixo Valor
8953,Calebe Silveira,3171.61,Baixo Valor
15933,Vitor Gabriel Ribeiro,1787.26,Baixo Valor
6344,Enzo Gabriel Montenegro,3181.11,Baixo Valor
11347,Júlia Oliveira,305.90,Baixo Valor
6540,Gustavo Rodrigues,4326.57,Baixo Valor
4472,Igor Gomes,4613.73,Baixo Valor
6282,Caroline Borges,4994.08,Baixo Valor
6761,Caio Correia,3645.46,Baixo Valor
8969,Luiz Fernando Nascimento,1429.45,Baixo Valor
13656,Jade Dias,1747.01,Baixo Valor
6369,Lucca Carvalho,2675.82,Baixo Valor
18192,Miguel Alves,1846.69,Baixo Valor
6273,Valentina Castro,3708.94,Baixo Valor
15607,Laís Macedo,1126.85,Baixo Valor
6298,Francisco Abreu,1797.13,Baixo Valor
6440,Vitória Andrade,694.55,Baixo Valor
9003,Luna Garcia,462.28,Baixo Valor
15664,Henry Marques,3621.54,Baixo Valor
4563,Otávio Freitas,4553.63,Baixo Valor
11060,Benjamim da Luz,1386.21,Baixo Valor
6291,Alícia Brito,4563.75,Baixo Valor
4274,Maria Cecília Ribeiro,4571.50,Baixo Valor
6347,Esther Vargas,4100.31,Baixo Valor
6620,Stephany Guerra,2181.78,Baixo Valor
9010,Agatha Gomes,4272.87,Baixo Valor
13522,Liam Pinto,2252.94,Baixo Valor
4465,Anthony Gabriel Cavalcanti,1774.87,Baixo Valor
18210,Maria Eduarda Carvalho,1628.83,Baixo Valor
6206,Elisa Souza,3185.22,Baixo Valor
15624,Yuri Fernandes,4453.97,Baixo Valor
6365,Heloisa da Luz,3337.46,Baixo Valor
6472,Vitor Hugo Almeida,1237.48,Baixo Valor
9017,João Miguel Azevedo,4442.26,Baixo Valor
15800,Maysa Pires,1413.20,Baixo Valor
4540,Gael Machado,4010.59,Baixo Valor
6850,Clara da Paz,3179.85,Baixo Valor
4467,Vinicius Cunha,769.71,Baixo Valor
4279,Maria Isis Sampaio,822.96,Baixo Valor
6382,Gustavo Gomes,1190.02,Baixo Valor
6647,Rhavi Câmara,4476.79,Baixo Valor
9019,Heloísa Fernandes,1274.19,Baixo Valor
13524,Olívia Rodrigues,3544.84,Baixo Valor
6294,José Pedro Moraes,4426.59,Baixo Valor
18235,Benício Mendonça,4578.35,Baixo Valor
4469,Alexia da Paz,1475.28,Baixo Valor
15639,Luiza Cirino,3875.13,Baixo Valor
6414,Enzo Gabriel Albuquerque,3873.24,Baixo Valor
4417,Renan da Luz,2506.14,Baixo Valor
9044,João Ramos,3204.58,Baixo Valor
15566,Luiz Gustavo Teixeira,3936.96,Baixo Valor
8943,Henry Garcia,1760.62,Baixo Valor
11111,Breno Siqueira,3439.24,Baixo Valor
8947,Fernanda Abreu,1543.26,Baixo Valor
4340,Ravi Lucca da Paz,4036.58,Baixo Valor
4427,Antônio Sá,3402.59,Baixo Valor
6563,Leandro Pinto,1479.78,Baixo Valor
9053,Olivia Sousa,2783.25,Baixo Valor
13538,Esther Ramos,233.66,Baixo Valor
4254,Ágatha Carvalho,3173.33,Baixo Valor
18237,Allana Cavalcanti,4723.13,Baixo Valor
4437,Pedro Abreu,436.17,Baixo Valor
15641,Maysa Machado,2092.54,Baixo Valor
4526,Mariana Pires,1412.13,Baixo Valor
4269,Leonardo Montenegro,2928.78,Baixo Valor
9062,Mirella Correia,3099.16,Baixo Valor
15567,Heloísa Costa,935.71,Baixo Valor
4513,Anthony da Mota,1772.71,Baixo Valor
6784,Erick Guerra,1855.50,Baixo Valor
4352,Zoe Cavalcante,3916.26,Baixo Valor
4347,Aurora Siqueira,2578.32,Baixo Valor
4560,Vicente Araújo,3623.58,Baixo Valor
6572,Bruna Cavalcanti,1028.52,Baixo Valor
9067,Gael Pereira,1121.59,Baixo Valor
13540,Ryan Duarte,2459.70,Baixo Valor
4324,Alice Garcia,2341.44,Baixo Valor
18083,Felipe Andrade,1499.27,Baixo Valor
4370,Sara Ferreira,2997.65,Baixo Valor
15673,Julia Cunha,758.01,Baixo Valor
6199,Júlia Teixeira,3720.56,Baixo Valor
4500,Ravi Lucca Pacheco,4718.62,Baixo Valor
8853,Maria Clara Vasconcelos,2443.05,Baixo Valor
15598,Josué das Neves,3586.15,Baixo Valor
4329,Matheus Guerra,4495.14,Baixo Valor
6799,Luiz Gustavo Cassiano,1155.62,Baixo Valor
4384,Vitor Gabriel da Rosa,1590.00,Baixo Valor
4263,Miguel Pinto,4233.57,Baixo Valor
6213,Dom Macedo,2617.29,Baixo Valor
6577,João Gabriel Monteiro,3283.30,Baixo Valor
8869,Anthony Cavalcante,2280.97,Baixo Valor
13547,João Oliveira,2904.37,Baixo Valor
4381,Vitor Gabriel Garcia,4711.38,Baixo Valor
18094,Fernando Porto,4519.59,Baixo Valor
4303,Marcelo Siqueira,633.29,Baixo Valor
15675,João Felipe Porto,3916.99,Baixo Valor
6215,Gael Costa,2946.33,Baixo Valor
4501,Gabriel Caldeira,742.79,Baixo Valor
8769,Gabriela da Mata,467.72,Baixo Valor
15600,Enzo Moura,3284.37,Baixo Valor
4404,Otávio Ramos,4034.24,Baixo Valor
6698,Ester Fogaça,4260.02,Baixo Valor
4317,Lorena Moreira,2341.44,Baixo Valor
4304,Ana Moraes,3863.78,Baixo Valor
6230,Valentina Sá,4567.73,Baixo Valor
6588,Sara da Costa,783.60,Baixo Valor
1097,Maria Helena Rezende,1216.94,Baixo Valor
13549,Laís Souza,412.47,Baixo Valor
4429,Maria Flor Souza,2208.77,Baixo Valor
18101,Rael Duarte,4237.94,Baixo Valor
4270,Rhavi Andrade,1871.26,Baixo Valor
18063,Giovanna Farias,3251.24,Baixo Valor
6232,Anna Liz Abreu,2975.22,Baixo Valor
4504,Valentim Santos,2970.33,Baixo Valor
8749,João Lucas da Paz,3695.95,Baixo Valor
15482,Rodrigo da Costa,3701.43,Baixo Valor
4440,Bianca Pimenta,1205.44,Baixo Valor
6716,Lunna Pereira,559.97,Baixo Valor
4218,Emanuel Jesus,4391.60,Baixo Valor
4313,Thiago Santos,4455.26,Baixo Valor
6247,Maria Cecília Sales,1050.86,Baixo Valor
6468,Olívia Borges,1854.52,Baixo Valor
8724,Ana Julia Almeida,4470.59,Baixo Valor
13581,Isabel Teixeira,2084.96,Baixo Valor
3945,Sofia Gonçalves,2168.13,Baixo Valor
18108,Lorena Andrade,3398.33,Baixo Valor
4234,Diego Rodrigues,1375.79,Baixo Valor
18263,Anthony Gabriel Fonseca,2629.54,Baixo Valor
6315,Lucca Pacheco,194.61,Baixo Valor
4536,Lavínia Lima,2664.01,Baixo Valor
8733,Evelyn Silva,2791.43,Baixo Valor
18240,Aylla Nascimento,4430.72,Baixo Valor
3963,Matheus Ribeiro,1988.21,Baixo Valor
6666,Breno Costa,1058.23,Baixo Valor
4035,Ravy Camargo,4746.32,Baixo Valor
4315,Heitor Aparecida,810.44,Baixo Valor
6331,Maria Luiza Silva,1079.67,Baixo Valor
6470,Maysa Câmara,4248.56,Baixo Valor
8624,Ravi Lucca Moura,328.46,Baixo Valor
13583,Isadora Vieira,3326.72,Baixo Valor
3979,Melina Fonseca,3295.09,Baixo Valor
18126,Vinicius Macedo,2240.71,Baixo Valor
4036,Arthur Barros,1197.08,Baixo Valor
18231,Joana Montenegro,2255.55,Baixo Valor
6333,Esther Pastor,776.53,Baixo Valor
4553,Sarah Mendes,893.87,Baixo Valor
8651,Vicente da Luz,3204.67,Baixo Valor
18274,Lunna Fernandes,3607.53,Baixo Valor
3988,Otávio Vargas,846.46,Baixo Valor
6668,Davi Lucca Porto,4665.14,Baixo Valor
4066,Dom Pinto,1604.49,Baixo Valor
4322,Anthony Rodrigues,4302.07,Baixo Valor
4492,Juliana Rodrigues,1970.79,Baixo Valor
6511,Gael Porto,4263.31,Baixo Valor
8667,Breno Santos,2732.30,Baixo Valor
13599,Nathan da Conceição,1234.44,Baixo Valor
3990,Sara Lopes,3145.04,Baixo Valor
18276,Cauã Camargo,689.97,Baixo Valor
4068,Raquel Siqueira,953.47,Baixo Valor
18232,Isaac Garcia,3700.18,Baixo Valor
4493,João Vitor Mendonça,704.22,Baixo Valor
4554,Heitor Pacheco,2398.38,Baixo Valor
8669,Ana Julia Araújo,3799.85,Baixo Valor
18173,Maria Clara Macedo,2779.81,Baixo Valor
9109,Paulo da Costa,900.44,Baixo Valor
6466,Otto Martins,4314.19,Baixo Valor
4083,Anna Liz Marques,3396.07,Baixo Valor
4188,Nina Santos,4581.04,Baixo Valor
4494,Júlia da Rosa,1118.42,Baixo Valor
6527,Ana Clara Gomes,2980.39,Baixo Valor
8699,João Felipe Montenegro,4619.94,Baixo Valor
13606,Luiz Felipe Fernandes,3052.87,Baixo Valor
9129,Zoe da Conceição,3687.69,Baixo Valor
15577,Carlos Eduardo Nogueira,1983.25,Baixo Valor
4086,Lucca Garcia,2967.79,Baixo Valor
17996,Hellena Pacheco,4836.76,Baixo Valor
4442,Alexia Correia,273.86,Baixo Valor
6357,Luna Pacheco,1575.27,Baixo Valor
8601,Bruno Nogueira,4358.68,Baixo Valor
18174,Alícia Pinto,2143.73,Baixo Valor
4065,Diego da Luz,2766.42,Baixo Valor
6650,Larissa Jesus,494.18,Baixo Valor
4119,André Porto,4419.76,Baixo Valor
4156,Valentim da Mota,4095.26,Baixo Valor
4443,Ágatha Sá,3728.50,Baixo Valor
6529,Hellena da Paz,2440.25,Baixo Valor
8499,Luara Pastor,1400.99,Baixo Valor
13497,Mariana Macedo,3654.69,Baixo Valor
4170,Sophie Andrade,2296.83,Baixo Valor
15593,Luiz Miguel da Rocha,2159.04,Baixo Valor
4133,Maria Luiza Rios,3251.30,Baixo Valor
17998,Raquel Nogueira,4546.43,Baixo Valor
4460,Jade Casa Grande,2676.88,Baixo Valor
6491,Nathan Cavalcante,1109.16,Baixo Valor
8510,Dom Melo,4110.02,Baixo Valor
18222,João Vitor Fogaça,3762.18,Baixo Valor
4199,Maria Vitória Melo,2458.07,Baixo Valor
6567,Juan Porto,733.45,Baixo Valor
4149,Eduardo da Mata,692.37,Baixo Valor
4172,Gabrielly Ferreira,462.64,Baixo Valor
4462,Giovanna Moreira,4127.53,Baixo Valor
6536,Murilo Leão,2858.46,Baixo Valor
8533,Jade Castro,2627.92,Baixo Valor
13499,Luigi Santos,1006.74,Baixo Valor
4206,Elisa Aragão,3077.61,Baixo Valor
15602,Eduarda Peixoto,2402.66,Baixo Valor
4152,Eloah da Luz,3390.98,Baixo Valor
18016,Julia Marques,3084.63,Baixo Valor
4475,Maria Flor Vasconcelos,1322.24,Baixo Valor
6508,Liam Novaes,1019.88,Baixo Valor
8560,Heloisa Rocha,2176.19,Baixo Valor
18104,Bárbara Rezende,1801.31,Baixo Valor
4215,Noah Costela,811.61,Baixo Valor
6581,Enrico Casa Grande,4801.04,Baixo Valor
9016,Breno da Cruz,4999.94,Baixo Valor
4195,Sarah Porto,534.92,Baixo Valor
4292,Théo Araújo,3913.28,Baixo Valor
4546,Beatriz Vieira,1036.99,Baixo Valor
1742,Maria Eduarda Montenegro,2062.67,Baixo Valor
13506,Bárbara Moreira,2853.72,Baixo Valor
9084,Ana Laura Abreu,2640.90,Baixo Valor
15604,Luiz Henrique Aragão,1350.16,Baixo Valor
9032,Pedro Henrique Siqueira,632.92,Baixo Valor
18031,Mariah Silva,1871.66,Baixo Valor
4293,Isadora Dias,2446.28,Baixo Valor
6509,Laura Barros,1767.26,Baixo Valor
8467,Eduarda Marques,2890.81,Baixo Valor
18105,Caleb Rocha,3041.84,Baixo Valor
9095,Bruno Borges,4443.88,Baixo Valor
6599,Cecília Costela,2331.06,Baixo Valor
8981,Calebe Macedo,4007.26,Baixo Valor
4204,Laura Cirino,2441.49,Baixo Valor
4309,Gabriel Cavalcanti,4320.12,Baixo Valor
6318,Matheus Lima,2252.28,Baixo Valor
8474,André Ribeiro,2026.12,Baixo Valor
11375,Heloisa Montenegro,787.87,Baixo Valor
9043,Miguel Cunha,4688.54,Baixo Valor
15652,Elisa Machado,944.24,Baixo Valor
8998,João Pedro Caldeira,3771.59,Baixo Valor
18032,Augusto Peixoto,2872.40,Baixo Valor
4311,Dom Caldeira,3203.63,Baixo Valor
6523,Esther Dias,4185.09,Baixo Valor
8476,Alice Cassiano,4151.39,Baixo Valor
18106,Lara da Luz,2708.17,Baixo Valor
9070,Mariana Macedo,4778.52,Baixo Valor
6615,Marcelo Vieira,764.16,Baixo Valor
8999,Vinícius Montenegro,4492.00,Baixo Valor
4213,Enzo Gabriel Costa,477.74,Baixo Valor
4361,Alana Jesus,3353.90,Baixo Valor
6320,Diogo Azevedo,1142.68,Baixo Valor
1690,Bianca Albuquerque,4414.19,Baixo Valor
11377,Josué Siqueira,3146.74,Baixo Valor
9075,Marcos Vinicius Nascimento,2762.04,Baixo Valor
15711,Luan Silveira,524.83,Baixo Valor
9064,Ayla Dias,3025.14,Baixo Valor
18046,Isadora Sousa,3500.38,Baixo Valor
4377,Ravi Novaes,1841.74,Baixo Valor
4453,Lívia Fonseca,4661.38,Baixo Valor
1724,Miguel Fogaça,1891.96,Baixo Valor
17904,Kaique Sá,3682.58,Baixo Valor
8925,Luiz Fernando Brito,4171.63,Baixo Valor
4375,Valentim Casa Grande,971.18,Baixo Valor
9097,Benicio Pinto,3450.22,Baixo Valor
4231,Henry Gabriel Lopes,3302.73,Baixo Valor
4392,Pietro Gonçalves,3943.40,Baixo Valor
6413,Maya Aparecida,4342.21,Baixo Valor
1656,Ayla Fernandes,4876.20,Baixo Valor
11382,Josué Oliveira,3485.53,Baixo Valor
8975,Benjamim Leão,608.41,Baixo Valor
15713,Ana Luiza Moraes,2122.69,Baixo Valor
9116,Maria Luiza Viana,2574.29,Baixo Valor
18199,Luiz Gustavo Moura,2322.53,Baixo Valor
4394,Valentina Vieira,4018.54,Baixo Valor
6525,José Miguel Câmara,4074.03,Baixo Valor
1658,Maria Fogaça,2282.15,Baixo Valor
18022,Luiz Felipe Silva,4267.67,Baixo Valor
8820,Gael Henrique Santos,413.90,Baixo Valor
4376,Maria Isis Gomes,2077.95,Baixo Valor
8714,Maria Liz Novais,2322.21,Baixo Valor
4056,Thales Brito,2298.40,Baixo Valor
9091,Samuel Montenegro,4529.23,Baixo Valor
6418,Helena Aragão,4665.45,Baixo Valor
1590,Nathan Casa Grande,4075.76,Baixo Valor
13404,Renan Borges,391.33,Baixo Valor
8825,Enrico Aparecida,1646.69,Baixo Valor
15736,Olivia Cirino,1628.41,Baixo Valor
8898,Isaac Barbosa,1755.25,Baixo Valor
18213,Vitória da Luz,4325.60,Baixo Valor
4092,Vitor Brito,1733.50,Baixo Valor
6526,Maya da Paz,2765.45,Baixo Valor
1608,Sarah Pimenta,4115.90,Baixo Valor
18038,Maria Liz Pires,2233.25,Baixo Valor
8766,Maria Helena da Rocha,3301.21,Baixo Valor
4410,Raul Cavalcante,4864.17,Baixo Valor
8913,Mariana Casa Grande,953.48,Baixo Valor
4081,Maria Sophia Cassiano,1025.28,Baixo Valor
4093,Vinicius Carvalho,4975.40,Baixo Valor
6436,Marina Ramos,3043.23,Baixo Valor
1613,Cauê Camargo,3252.91,Baixo Valor
13406,Joana Dias,2333.83,Baixo Valor
8768,Maria Sophia Fogaça,647.04,Baixo Valor
15738,João Guilherme Ribeiro,4416.77,Baixo Valor
8915,Letícia Farias,1757.72,Baixo Valor
18214,Maya Costa,4883.58,Baixo Valor
4094,Lara Almeida,4172.45,Baixo Valor
6575,Melina Gonçalves,4769.55,Baixo Valor
1531,Davi Luiz Correia,1179.74,Baixo Valor
18054,Amanda Cassiano,1638.82,Baixo Valor
8861,Sara Sousa,776.43,Baixo Valor
4310,Isis Vargas,3881.49,Baixo Valor
8930,Liam Carvalho,3400.63,Baixo Valor
4106,Miguel Alves,834.32,Baixo Valor
4108,Vinicius Dias,4024.50,Baixo Valor
6438,José Pinto,4886.86,Baixo Valor
1547,Alexia Azevedo,1874.89,Baixo Valor
13440,Kaique da Conceição,769.11,Baixo Valor
1605,Gael Henrique da Luz,2149.11,Baixo Valor
15745,Maysa Pacheco,4993.71,Baixo Valor
8732,Augusto Nunes,4066.62,Baixo Valor
13650,Davi Lucas Rios,3946.45,Baixo Valor
4110,Ryan Vieira,4572.18,Baixo Valor
6576,Clara Cirino,2198.56,Baixo Valor
1558,Luiz Miguel Brito,2878.40,Baixo Valor
18055,Rael Cardoso,4098.81,Baixo Valor
1607,Vicente Rios,4871.74,Baixo Valor
4325,Antônio Siqueira,3628.81,Baixo Valor
8745,Ana Lívia Rocha,1900.72,Baixo Valor
4015,Hellena Moreira,4220.93,Baixo Valor
9074,Sophia Sampaio,3593.77,Baixo Valor
4473,Maria Julia Vieira,962.80,Baixo Valor
1472,Noah Farias,2298.46,Baixo Valor
13447,Calebe Siqueira,761.31,Baixo Valor
1625,Arthur das Neves,2810.30,Baixo Valor
15747,Mariane Moreira,990.48,Baixo Valor
8747,Ryan Viana,3275.80,Baixo Valor
13651,Manuela Castro,1756.75,Baixo Valor
4126,Maria Sophia Garcia,2128.20,Baixo Valor
6591,Letícia Viana,3332.13,Baixo Valor
1365,Larissa Pastor,971.39,Baixo Valor
17823,Emanuel Azevedo,4767.28,Baixo Valor
1650,Lucas Gabriel Peixoto,3252.17,Baixo Valor
6398,Aylla da Mota,3417.16,Baixo Valor
8762,Kaique Viana,4453.17,Baixo Valor
4022,Alícia Brito,1676.12,Baixo Valor
4127,Luísa Correia,713.07,Baixo Valor
4480,Leonardo Aragão,2909.27,Baixo Valor
